dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,avg_temp,avg_hum,avg_windspeed
2011-02-10,1,0,2,0,4,1,1,0.144348,0.149548,0.437391,0.221935,47,1491,1538,0.1443478260869565,0.4373913043478261,0.2219347826086956
2011-02-11,1,0,2,0,5,1,1,0.189091,0.213509,0.506364,0.10855,149,1597,1746,0.1890909090909091,0.5063636363636363,0.10855
2011-02-12,1,0,2,0,6,0,1,0.2225,0.232954,0.544167,0.203367,288,1184,1472,0.2225,0.5441666666666667,0.2033666666666666
2011-02-13,1,0,2,0,0,0,1,0.316522,0.324113,0.457391,0.260883,397,1192,1589,0.3165217391304348,0.457391304347826,0.2608826086956521
2011-02-14,1,0,2,0,1,1,1,0.415,0.39835,0.375833,0.417908,208,1705,1913,0.415,0.3758333333333333,0.4179083333333333
2011-02-15,1,0,2,0,2,1,1,0.266087,0.254274,0.314348,0.291374,140,1675,1815,0.2660869565217391,0.3143478260869565,0.2913739130434782
2011-02-16,1,0,2,0,3,1,1,0.318261,0.3162,0.423478,0.251791,218,1897,2115,0.3182608695652174,0.4234782608695652,0.2517913043478261
2011-02-17,1,0,2,0,4,1,1,0.435833,0.428658,0.505,0.230104,259,2216,2475,0.4358333333333333,0.505,0.2301041666666666
2011-02-18,1,0,2,0,5,1,1,0.521667,0.511983,0.516667,0.264925,579,2348,2927,0.5216666666666666,0.5166666666666667,0.264925
2011-02-19,1,0,2,0,6,0,1,0.399167,0.391404,0.187917,0.507463,532,1103,1635,0.3991666666666666,0.1879166666666666,0.5074625
2011-02-20,1,0,2,0,0,0,1,0.285217,0.27733,0.407826,0.223235,639,1173,1812,0.2852173913043478,0.4078260869565216,0.2232347826086956
2011-02-21,1,0,2,1,1,0,2,0.303333,0.284075,0.605,0.307846,195,912,1107,0.3033333333333333,0.605,0.3078458333333333
2011-02-22,1,0,2,0,2,1,1,0.182222,0.186033,0.577778,0.195683,74,1376,1450,0.1822222222222222,0.5777777777777778,0.1956833333333333
2011-02-23,1,0,2,0,3,1,1,0.221739,0.245717,0.423043,0.094113,139,1778,1917,0.2217391304347826,0.4230434782608696,0.0941130434782608
2011-02-24,1,0,2,0,4,1,2,0.295652,0.289191,0.697391,0.250496,100,1707,1807,0.2956521739130435,0.697391304347826,0.250495652173913
2011-02-25,1,0,2,0,5,1,2,0.364348,0.350461,0.712174,0.346539,120,1341,1461,0.3643478260869565,0.7121739130434782,0.3465391304347825
2011-02-26,1,0,2,0,6,0,1,0.2825,0.282192,0.537917,0.186571,424,1545,1969,0.2825,0.5379166666666667,0.1865708333333333
2011-02-27,1,0,2,0,0,0,1,0.343478,0.351109,0.68,0.125248,694,1708,2402,0.3434782608695652,0.68,0.1252478260869565
2011-02-28,1,0,2,0,1,1,2,0.407273,0.400118,0.876364,0.289686,81,1365,1446,0.4072727272727273,0.8763636363636365,0.2896863636363636
2011-03-01,1,0,3,0,2,1,1,0.266667,0.263879,0.535,0.216425,137,1714,1851,0.2666666666666666,0.535,0.216425
2011-03-02,1,0,3,0,3,1,1,0.335,0.320071,0.449583,0.307833,231,1903,2134,0.335,0.4495833333333333,0.3078333333333333
2011-03-03,1,0,3,0,4,1,1,0.198333,0.200133,0.318333,0.225754,123,1562,1685,0.1983333333333333,0.3183333333333333,0.2257541666666666
2011-03-04,1,0,3,0,5,1,2,0.261667,0.255679,0.610417,0.203346,214,1730,1944,0.2616666666666666,0.6104166666666667,0.2033458333333333
2011-03-05,1,0,3,0,6,0,2,0.384167,0.378779,0.789167,0.251871,640,1437,2077,0.3841666666666667,0.7891666666666667,0.2518708333333333
2011-03-06,1,0,3,0,0,0,2,0.376522,0.366252,0.948261,0.343287,114,491,605,0.3765217391304348,0.9482608695652174,0.3432869565217391
2011-03-07,1,0,3,0,1,1,1,0.261739,0.238461,0.551304,0.341352,244,1628,1872,0.2617391304347826,0.551304347826087,0.3413521739130434
2011-03-08,1,0,3,0,2,1,1,0.2925,0.3024,0.420833,0.12065,316,1817,2133,0.2925,0.4208333333333333,0.12065
2011-03-09,1,0,3,0,3,1,2,0.295833,0.286608,0.775417,0.22015,191,1700,1891,0.2958333333333333,0.7754166666666666,0.2201499999999999
2011-03-10,1,0,3,0,4,1,3,0.389091,0.385668,0.0,0.261877,46,577,623,0.3890909090909091,0.0,0.2618772727272727
2011-03-11,1,0,3,0,5,1,2,0.316522,0.305,0.649565,0.23297,247,1730,1977,0.3165217391304348,0.6495652173913044,0.2329695652173913
2011-03-12,1,0,3,0,6,0,1,0.329167,0.32575,0.594583,0.220775,724,1408,2132,0.3291666666666666,0.5945833333333334,0.220775
2011-03-13,1,0,3,0,0,0,1,0.384348,0.380091,0.527391,0.270604,982,1435,2417,0.3843478260869565,0.5273913043478261,0.270604347826087
2011-03-14,1,0,3,0,1,1,1,0.325217,0.332,0.496957,0.136926,359,1687,2046,0.3252173913043478,0.4969565217391304,0.1369260869565217
2011-03-15,1,0,3,0,2,1,2,0.317391,0.318178,0.655652,0.184309,289,1767,2056,0.3173913043478261,0.6556521739130435,0.1843086956521739
2011-03-16,1,0,3,0,3,1,2,0.365217,0.36693,0.776522,0.203117,321,1871,2192,0.3652173913043478,0.7765217391304348,0.2031173913043478
2011-03-17,1,0,3,0,4,1,1,0.415,0.410333,0.602917,0.209579,424,2320,2744,0.415,0.6029166666666667,0.2095791666666666
2011-03-18,1,0,3,0,5,1,1,0.54,0.527009,0.525217,0.231017,884,2355,3239,0.54,0.5252173913043479,0.2310173913043478
2011-03-19,1,0,3,0,6,0,1,0.4725,0.466525,0.379167,0.368167,1424,1693,3117,0.4725,0.3791666666666666,0.3681666666666667
2011-03-20,1,0,3,0,0,0,1,0.3325,0.32575,0.47375,0.207721,1047,1424,2471,0.3325,0.47375,0.2077208333333333
2011-03-21,2,0,3,0,1,1,2,0.430435,0.409735,0.737391,0.288783,401,1676,2077,0.4304347826086956,0.7373913043478261,0.2887826086956522
2011-03-22,2,0,3,0,2,1,1,0.441667,0.440642,0.624583,0.22575,460,2243,2703,0.4416666666666666,0.6245833333333334,0.22575
2011-03-23,2,0,3,0,3,1,2,0.346957,0.337939,0.839565,0.234261,203,1918,2121,0.3469565217391304,0.8395652173913043,0.2342608695652173
2011-03-24,2,0,3,0,4,1,2,0.285,0.270833,0.805833,0.243787,166,1699,1865,0.285,0.8058333333333333,0.2437875
2011-03-25,2,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,300,1910,2210,0.2641666666666666,0.4949999999999999,0.2307249999999999
2011-03-26,2,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,981,1515,2496,0.2658333333333333,0.3941666666666667,0.2095708333333333
2011-03-27,2,0,3,0,0,0,2,0.253043,0.250339,0.493913,0.1843,472,1221,1693,0.2530434782608696,0.4939130434782608,0.1843
2011-03-28,2,0,3,0,1,1,1,0.264348,0.257574,0.302174,0.212204,222,1806,2028,0.2643478260869565,0.3021739130434783,0.2122043478260869
2011-03-29,2,0,3,0,2,1,1,0.3025,0.292908,0.314167,0.226996,317,2108,2425,0.3025,0.3141666666666666,0.2269958333333333
2011-03-30,2,0,3,0,3,1,2,0.3,0.29735,0.646667,0.172888,168,1368,1536,0.3,0.6466666666666666,0.1728875
2011-03-31,2,0,3,0,4,1,3,0.268333,0.257575,0.918333,0.217646,179,1506,1685,0.2683333333333333,0.9183333333333332,0.2176458333333333
2011-04-01,2,0,4,0,5,1,2,0.3,0.283454,0.68625,0.258708,307,1920,2227,0.3,0.6862499999999999,0.2587083333333334
2011-04-02,2,0,4,0,6,0,2,0.315,0.315637,0.65375,0.197146,898,1354,2252,0.315,0.6537499999999999,0.1971458333333333
2011-04-03,2,0,4,0,0,0,1,0.378333,0.378767,0.48,0.182213,1651,1598,3249,0.3783333333333333,0.48,0.1822125
2011-04-04,2,0,4,0,1,1,1,0.573333,0.542929,0.42625,0.385571,734,2381,3115,0.5733333333333334,0.42625,0.3855708333333333
2011-04-05,2,0,4,0,2,1,2,0.414167,0.39835,0.642083,0.388067,167,1628,1795,0.4141666666666666,0.6420833333333333,0.3880666666666666
2011-04-06,2,0,4,0,3,1,1,0.390833,0.387608,0.470833,0.263063,413,2395,2808,0.3908333333333333,0.4708333333333332,0.2630625
2011-04-07,2,0,4,0,4,1,1,0.4375,0.433696,0.602917,0.162312,571,2570,3141,0.4375,0.6029166666666667,0.1623125
2011-04-08,2,0,4,0,5,1,2,0.335833,0.324479,0.83625,0.226992,172,1299,1471,0.3358333333333334,0.83625,0.2269916666666666
2011-04-09,2,0,4,0,6,0,2,0.3425,0.341529,0.8775,0.133083,879,1576,2455,0.3425,0.8775,0.1330833333333333
2011-04-10,2,0,4,0,0,0,2,0.426667,0.426737,0.8575,0.146767,1188,1707,2895,0.4266666666666667,0.8574999999999999,0.1467666666666666
2011-04-11,2,0,4,0,1,1,2,0.595652,0.565217,0.716956,0.324474,855,2493,3348,0.5956521739130435,0.7169565217391304,0.3244739130434783
2011-04-12,2,0,4,0,2,1,2,0.5025,0.493054,0.739167,0.274879,257,1777,2034,0.5025000000000001,0.7391666666666666,0.2748791666666667
2011-04-13,2,0,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,0.4125,0.8191666666666667,0.2506166666666666
2011-04-14,2,0,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,0.4675,0.5404166666666667,0.1107
2011-04-15,2,0,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,0.4466666666666667,0.67125,0.226375
2011-04-16,2,0,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,0.4308333333333333,0.8883333333333333,0.3408083333333333
2011-04-17,2,0,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,0.4566666666666667,0.4795833333333333,0.3034958333333333
2011-04-18,2,0,4,0,1,1,1,0.5125,0.503146,0.5425,0.163567,669,2760,3429,0.5125000000000001,0.5425,0.1635666666666666
2011-04-19,2,0,4,0,2,1,2,0.505833,0.489258,0.665833,0.157971,409,2795,3204,0.5058333333333334,0.6658333333333334,0.1579708333333333
2011-04-20,2,0,4,0,3,1,1,0.595,0.564392,0.614167,0.241925,613,3331,3944,0.595,0.6141666666666666,0.241925
2011-04-21,2,0,4,0,4,1,1,0.459167,0.453892,0.407083,0.325258,745,3444,4189,0.4591666666666666,0.4070833333333333,0.3252583333333333
2011-04-22,2,0,4,0,5,1,2,0.336667,0.321954,0.729583,0.219521,177,1506,1683,0.3366666666666666,0.7295833333333334,0.2195208333333333
2011-04-23,2,0,4,0,6,0,2,0.46,0.450121,0.887917,0.230725,1462,2574,4036,0.46,0.8879166666666666,0.2307249999999999
2011-04-24,2,0,4,0,0,0,2,0.581667,0.551763,0.810833,0.192175,1710,2481,4191,0.5816666666666667,0.8108333333333334,0.1921749999999999
2011-04-25,2,0,4,0,1,1,1,0.606667,0.5745,0.776667,0.185333,773,3300,4073,0.6066666666666667,0.7766666666666667,0.1853333333333333
2011-04-26,2,0,4,0,2,1,1,0.631667,0.594083,0.729167,0.3265,678,3722,4400,0.6316666666666667,0.7291666666666666,0.3265
2011-04-27,2,0,4,0,3,1,2,0.62,0.575142,0.835417,0.3122,547,3325,3872,0.62,0.8354166666666667,0.3122
2011-04-28,2,0,4,0,4,1,2,0.6175,0.578929,0.700833,0.320908,569,3489,4058,0.6175,0.7008333333333333,0.3209083333333333
2011-04-29,2,0,4,0,5,1,1,0.51,0.497463,0.457083,0.240063,878,3717,4595,0.51,0.4570833333333333,0.2400624999999999
2011-04-30,2,0,4,0,6,0,1,0.4725,0.464021,0.503333,0.235075,1965,3347,5312,0.4725,0.5033333333333333,0.235075
2011-05-01,2,0,5,0,0,0,2,0.451667,0.448204,0.762083,0.106354,1138,2213,3351,0.4516666666666666,0.7620833333333333,0.1063541666666666
2011-05-02,2,0,5,0,1,1,2,0.549167,0.532833,0.73,0.183454,847,3554,4401,0.5491666666666667,0.73,0.1834541666666666
2011-05-03,2,0,5,0,2,1,2,0.616667,0.582079,0.697083,0.342667,603,3848,4451,0.6166666666666667,0.6970833333333334,0.3426666666666667
2011-05-04,2,0,5,0,3,1,2,0.414167,0.40465,0.737083,0.328996,255,2378,2633,0.4141666666666666,0.7370833333333334,0.3289958333333333
2011-05-05,2,0,5,0,4,1,1,0.459167,0.441917,0.444167,0.295392,614,3819,4433,0.4591666666666666,0.4441666666666666,0.2953916666666666
2011-05-06,2,0,5,0,5,1,1,0.479167,0.474117,0.59,0.228246,894,3714,4608,0.4791666666666667,0.59,0.2282458333333333
2011-05-07,2,0,5,0,6,0,1,0.52,0.512621,0.54125,0.16045,1612,3102,4714,0.52,0.54125,0.16045
2011-05-08,2,0,5,0,0,0,1,0.528333,0.518933,0.631667,0.0746375,1401,2932,4333,0.5283333333333333,0.6316666666666667,0.0746375
2011-05-09,2,0,5,0,1,1,1,0.5325,0.525246,0.58875,0.176,664,3698,4362,0.5325,0.58875,0.176
2011-05-10,2,0,5,0,2,1,1,0.5325,0.522721,0.489167,0.115671,694,4109,4803,0.5325000000000001,0.4891666666666667,0.1156708333333333
2011-05-11,2,0,5,0,3,1,1,0.5425,0.5284,0.632917,0.120642,550,3632,4182,0.5425,0.6329166666666667,0.1206416666666666
2011-05-12,2,0,5,0,4,1,1,0.535,0.523363,0.7475,0.189667,695,4169,4864,0.535,0.7475,0.1896666666666666
2011-05-13,2,0,5,0,5,1,2,0.5125,0.4943,0.863333,0.179725,692,3413,4105,0.5125000000000001,0.8633333333333333,0.179725
2011-05-14,2,0,5,0,6,0,2,0.520833,0.500629,0.9225,0.13495,902,2507,3409,0.5208333333333334,0.9225,0.13495
2011-05-15,2,0,5,0,0,0,2,0.5625,0.536,0.867083,0.152979,1582,2971,4553,0.5625,0.8670833333333333,0.1529791666666666
2011-05-16,2,0,5,0,1,1,1,0.5775,0.550512,0.787917,0.126871,773,3185,3958,0.5775,0.7879166666666667,0.1268708333333333
2011-05-17,2,0,5,0,2,1,2,0.561667,0.538529,0.837917,0.277354,678,3445,4123,0.5616666666666666,0.8379166666666666,0.2773541666666666
2011-05-18,2,0,5,0,3,1,2,0.55,0.527158,0.87,0.201492,536,3319,3855,0.55,0.87,0.2014916666666666
2011-05-19,2,0,5,0,4,1,2,0.530833,0.510742,0.829583,0.108213,735,3840,4575,0.5308333333333334,0.8295833333333333,0.1082125
2011-05-20,2,0,5,0,5,1,1,0.536667,0.529042,0.719583,0.125013,909,4008,4917,0.5366666666666667,0.7195833333333334,0.1250125
2011-05-21,2,0,5,0,6,0,1,0.6025,0.571975,0.626667,0.12065,2258,3547,5805,0.6025,0.6266666666666666,0.12065
2011-05-22,2,0,5,0,0,0,1,0.604167,0.5745,0.749583,0.148008,1576,3084,4660,0.6041666666666666,0.7495833333333333,0.1480083333333333
2011-05-23,2,0,5,0,1,1,2,0.631667,0.590296,0.81,0.233842,836,3438,4274,0.6316666666666667,0.8099999999999999,0.2338416666666666
2011-05-24,2,0,5,0,2,1,2,0.66,0.604813,0.740833,0.207092,659,3833,4492,0.66,0.7408333333333333,0.2070916666666666
2011-05-25,2,0,5,0,3,1,1,0.660833,0.615542,0.69625,0.154233,740,4238,4978,0.6608333333333333,0.69625,0.1542333333333333
2011-05-26,2,0,5,0,4,1,1,0.708333,0.654688,0.6775,0.199642,758,3919,4677,0.7083333333333334,0.6775000000000001,0.1996416666666667
2011-05-27,2,0,5,0,5,1,1,0.681667,0.637008,0.65375,0.240679,871,3808,4679,0.6816666666666666,0.6537499999999999,0.2406791666666666
2011-05-28,2,0,5,0,6,0,1,0.655833,0.612379,0.729583,0.230092,2001,2757,4758,0.6558333333333334,0.7295833333333334,0.2300916666666666
2011-05-29,2,0,5,0,0,0,1,0.6675,0.61555,0.81875,0.213938,2355,2433,4788,0.6675,0.81875,0.2139375
2011-05-30,2,0,5,1,1,0,1,0.733333,0.671092,0.685,0.131225,1549,2549,4098,0.7333333333333334,0.6849999999999999,0.131225
2011-05-31,2,0,5,0,2,1,1,0.775,0.725383,0.636667,0.111329,673,3309,3982,0.775,0.6366666666666666,0.1113291666666666
2011-06-01,2,0,6,0,3,1,2,0.764167,0.720967,0.677083,0.207092,513,3461,3974,0.7641666666666667,0.6770833333333334,0.2070916666666666
2011-06-02,2,0,6,0,4,1,1,0.715,0.643942,0.305,0.292287,736,4232,4968,0.715,0.305,0.2922875
2011-06-03,2,0,6,0,5,1,1,0.62,0.587133,0.354167,0.253121,898,4414,5312,0.62,0.3541666666666667,0.2531208333333333
2011-06-04,2,0,6,0,6,0,1,0.635,0.594696,0.45625,0.123142,1869,3473,5342,0.635,0.45625,0.1231416666666666
2011-06-05,2,0,6,0,0,0,2,0.648333,0.616804,0.6525,0.138692,1685,3221,4906,0.6483333333333333,0.6525,0.1386916666666666
2011-06-06,2,0,6,0,1,1,1,0.678333,0.621858,0.6,0.121896,673,3875,4548,0.6783333333333333,0.6,0.1218958333333333
2011-06-07,2,0,6,0,2,1,1,0.7075,0.65595,0.597917,0.187808,763,4070,4833,0.7075,0.5979166666666667,0.1878083333333333
2011-06-08,2,0,6,0,3,1,1,0.775833,0.727279,0.622083,0.136817,676,3725,4401,0.7758333333333334,0.6220833333333333,0.1368166666666666
2011-06-09,2,0,6,0,4,1,2,0.808333,0.757579,0.568333,0.149883,563,3352,3915,0.8083333333333332,0.5683333333333334,0.1498833333333333
2011-06-10,2,0,6,0,5,1,1,0.755,0.703292,0.605,0.140554,815,3771,4586,0.755,0.605,0.1405541666666666
2011-06-11,2,0,6,0,6,0,1,0.725,0.678038,0.654583,0.15485,1729,3237,4966,0.725,0.6545833333333334,0.15485
2011-06-12,2,0,6,0,0,0,1,0.6925,0.643325,0.747917,0.163567,1467,2993,4460,0.6925,0.7479166666666667,0.1635666666666666
2011-06-13,2,0,6,0,1,1,1,0.635,0.601654,0.494583,0.30535,863,4157,5020,0.635,0.4945833333333333,0.30535
2011-06-14,2,0,6,0,2,1,1,0.604167,0.591546,0.507083,0.269283,727,4164,4891,0.6041666666666666,0.5070833333333333,0.2692833333333333
2011-06-15,2,0,6,0,3,1,1,0.626667,0.587754,0.471667,0.167912,769,4411,5180,0.6266666666666666,0.4716666666666667,0.1679125
2011-06-16,2,0,6,0,4,1,2,0.628333,0.595346,0.688333,0.206471,545,3222,3767,0.6283333333333333,0.6883333333333334,0.2064708333333333
2011-06-17,2,0,6,0,5,1,1,0.649167,0.600383,0.735833,0.143029,863,3981,4844,0.6491666666666667,0.7358333333333333,0.1430291666666666
2011-06-18,2,0,6,0,6,0,1,0.696667,0.643954,0.670417,0.119408,1807,3312,5119,0.6966666666666667,0.6704166666666667,0.1194083333333333
2011-06-19,2,0,6,0,0,0,2,0.699167,0.645846,0.666667,0.102,1639,3105,4744,0.6991666666666667,0.6666666666666666,0.102
2011-06-20,2,0,6,0,1,1,2,0.635,0.595346,0.74625,0.155475,699,3311,4010,0.635,0.74625,0.155475
2011-06-21,3,0,6,0,2,1,2,0.680833,0.637646,0.770417,0.171025,774,4061,4835,0.6808333333333333,0.7704166666666666,0.1710249999999999
2011-06-22,3,0,6,0,3,1,1,0.733333,0.693829,0.7075,0.172262,661,3846,4507,0.7333333333333334,0.7075,0.1722624999999999
2011-06-23,3,0,6,0,4,1,2,0.728333,0.693833,0.703333,0.238804,746,4044,4790,0.7283333333333334,0.7033333333333333,0.2388041666666666
2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,969,4022,4991,0.7241666666666666,0.5733333333333334,0.222025
2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,1782,3420,5202,0.695,0.4833333333333333,0.2095708333333333
2011-06-26,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,0.68,0.5133333333333333,0.0945333333333333
2011-06-27,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107588,854,3854,4708,0.6825,0.6583333333333333,0.1075875
2011-06-28,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,732,3916,4648,0.7441666666666666,0.6341666666666667,0.1442833333333333
2011-06-29,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,848,4377,5225,0.7283333333333334,0.4979166666666666,0.2618208333333333
2011-06-30,3,0,6,0,4,1,1,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,0.6966666666666667,0.4341666666666666,0.1853125
2011-07-01,3,0,7,0,5,1,1,0.7225,0.652162,0.39625,0.102608,1246,4116,5362,0.7225,0.39625,0.1026083333333333
2011-07-02,3,0,7,0,6,0,1,0.738333,0.667308,0.444583,0.115062,2204,2915,5119,0.7383333333333333,0.4445833333333333,0.1150625
2011-07-03,3,0,7,0,0,0,2,0.716667,0.668575,0.6825,0.228858,2282,2367,4649,0.7166666666666667,0.6825,0.2288583333333333
2011-07-04,3,0,7,1,1,0,2,0.726667,0.665417,0.637917,0.0814792,3065,2978,6043,0.7266666666666667,0.6379166666666667,0.0814791666666666
2011-07-05,3,0,7,0,2,1,1,0.746667,0.696338,0.590417,0.126258,1031,3634,4665,0.7466666666666667,0.5904166666666667,0.1262583333333333
2011-07-06,3,0,7,0,3,1,1,0.72,0.685633,0.743333,0.149883,784,3845,4629,0.7200000000000001,0.7433333333333333,0.1498833333333333
2011-07-07,3,0,7,0,4,1,1,0.75,0.686871,0.65125,0.1592,754,3838,4592,0.75,0.65125,0.1592
2011-07-08,3,0,7,0,5,1,2,0.709167,0.670483,0.757917,0.225129,692,3348,4040,0.7091666666666666,0.7579166666666667,0.2251291666666666
2011-07-09,3,0,7,0,6,0,1,0.733333,0.664158,0.609167,0.167912,1988,3348,5336,0.7333333333333334,0.6091666666666666,0.1679125
